id,user_id,app_name,folder_name,file_name,operation_type,manual_typing_count,manual_typing_time,copy_paste_count,duration_seconds,idle_time_seconds,context_switch_count,cpu_usage_percent,memory_usage_mb,browser_tab_count,is_processed,received_at,click_count,scroll_count,mouse_distance,right_click_count,shortcut_key_count,shortcut_details
74404,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,30.8,14047.17578125,0,0,1786714178.0386949,0,0,0,0,0,{}
74403,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,13.7,14003.73828125,0,0,1786714172.999154,0,0,0,0,0,{}
74402,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,27.2,14079.56640625,0,0,1786714167.9834218,0,0,0,0,0,{}
74401,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,40.0,14052.66015625,0,0,1786714162.9356563,0,0,0,0,0,{}
74400,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,21.8,14082.63671875,0,0,1786714157.8988461,0,0,0,0,0,{}
74399,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,26.2,14057.41015625,0,0,1786714152.841742,0,0,0,0,0,{}
74398,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,22.7,14049.37109375,0,0,1786714147.8019884,0,0,0,0,0,{}
74397,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,25.6,14011.16796875,0,0,1786714142.7862332,0,0,0,0,0,{}
74396,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,24.0,13970.0703125,0,0,1786714137.7315223,0,0,0,0,0,{}
74395,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,40.9,14090.5625,0,0,1786714132.6906738,0,0,0,0,0,{}
74394,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,27.2,14044.43359375,0,0,1786714127.673494,0,0,0,0,0,{}
74393,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,26.5,13975.0390625,0,0,1786714122.6570811,0,0,0,0,0,{}
74392,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,23.3,13957.62890625,0,0,1786714117.6193624,0,0,0,0,0,{}
74391,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,21.7,14008.35546875,0,0,1786714112.602568,0,0,0,0,0,{}
74390,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,26.9,14056.21875,0,0,1786714107.5867095,0,0,0,0,0,{}
74389,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,21.6,14035.30859375,0,0,1786714102.544437,0,0,0,0,0,{}
74388,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,21.7,14025.52734375,0,0,1786714097.5071235,0,0,0,0,0,{}
74387,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,25.7,13973.24609375,0,0,1786714092.470647,0,0,0,0,0,{}
74386,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,23.5,13894.7578125,0,0,1786714087.4500804,0,0,0,0,0,{}
74385,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,23.6,13907.48046875,0,0,1786714082.3878484,0,0,0,0,0,{}
74384,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,22.2,13875.97265625,0,0,1786714077.346432,0,0,0,0,0,{}
74383,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,25.7,13934.24609375,0,0,1786714072.2152014,0,0,0,0,0,{}
74382,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,20.7,14007.85546875,0,0,1786714067.1857717,0,0,0,0,0,{}
74381,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,34.8,14062.73828125,0,0,1786714062.1626468,0,0,0,0,0,{}
74380,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,30.2,13973.69921875,0,0,1786714057.1133707,0,0,0,0,0,{}
74379,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,24.6,13957.52734375,0,0,1786714052.071372,0,0,0,0,0,{}
74378,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,24.2,13983.2109375,0,0,1786714047.0482743,0,0,0,0,0,{}
74377,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,33.9,13980.0390625,0,0,1786714042.0221577,0,0,0,0,0,{}
74376,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,29.4,13913.734375,0,0,1786714036.9639473,0,0,0,0,0,{}
74375,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,24.3,13798.62890625,0,0,1786714031.9414227,0,0,0,0,0,{}
74374,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,32.6,13805.48828125,0,0,1786714026.9208949,0,0,0,0,0,{}
74373,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,無題 - Google Chrome,macro,0,0,0,5,0,0,33.8,13751.47265625,0,0,1786714021.8996644,0,0,0,0,0,{}
74372,ea8b1d32-6645-4ae3-8ca7-276260105c75,python.exe,,,macro,0,0,0,5,0,0,23.9,13684.6484375,0,0,1786714016.739357,0,0,0,0,0,{}
74371,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,micro_event,0,0,1,0,0,0,0.0,0.0,0,0,1786714012.74233,0,0,0,0,0,{}
74370,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,0.0,13685.2734375,0,0,1786714011.7104304,0,0,0,0,0,{}
74369,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,24.4,13745.07421875,0,0,1786713362.5096378,0,0,0,0,0,{}
74368,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,23.7,13743.06640625,0,0,1786713357.4668195,0,0,0,0,0,{}
74367,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,35.1,13735.49609375,0,0,1786713352.404242,0,0,0,0,0,{}
74366,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,25.3,13749.01171875,0,0,1786713347.389547,0,0,0,0,0,{}
74365,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,22.6,13718.796875,0,0,1786713342.3738673,0,0,0,0,0,{}
74364,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,25.0,13714.4765625,0,0,1786713337.327393,0,0,0,0,0,{}
74363,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,22.9,13726.015625,0,0,1786713332.2741818,0,0,0,0,0,{}
74362,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,24.7,13713.45703125,0,0,1786713327.2576485,0,0,0,0,0,{}
74361,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,21.6,13724.84375,0,0,1786713322.202555,0,0,0,0,0,{}
74360,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,23.4,13712.50390625,0,0,1786713317.1419308,0,0,0,0,0,{}
74359,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,22.3,13741.140625,0,0,1786713312.0737643,0,0,0,0,0,{}
74358,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,22.4,13720.95703125,0,0,1786713307.0329802,0,0,0,0,0,{}
74357,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,26.0,13744.7578125,0,0,1786713301.990287,0,0,0,0,0,{}
74356,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,23.1,13760.03515625,0,0,1786713296.9266949,0,0,0,0,0,{}
74355,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,26.1,13770.01171875,0,0,1786713291.9114723,0,0,0,0,0,{}
74354,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,23.1,13787.18359375,0,0,1786713286.855388,0,0,0,0,0,{}
74353,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,26.9,13753.19140625,0,0,1786713281.802175,0,0,0,0,0,{}
74352,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,31.1,13778.6328125,0,0,1786713276.7855103,0,0,0,0,0,{}
74351,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,31.2,13831.0390625,0,0,1786713271.7390614,0,0,0,0,0,{}
74350,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,26.3,13755.19921875,0,0,1786713266.698912,0,0,0,0,0,{}
74349,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,micro_event,0,0,1,0,0,0,0.0,0.0,0,0,1786713262.691263,0,0,0,0,0,{}
74348,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,0.0,13752.15234375,0,0,1786713261.6801136,0,0,0,0,0,{}
74347,ea8b1d32-6645-4ae3-8ca7-276260105c75,python.exe,,,macro,0,0,0,5,0,0,30.2,13977.46875,0,0,1786712710.716865,0,0,0,0,0,{}
74346,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,25.6,13963.55078125,0,0,1786712705.7019706,0,0,0,0,0,{}
74345,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,22.4,13988.43359375,0,0,1786712700.6623242,0,0,0,0,0,{}
74344,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,22.9,13966.953125,0,0,1786712695.6120486,0,0,0,0,0,{}
74343,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,37.2,14006.8515625,0,0,1786712690.5929956,0,0,0,0,0,{}
74342,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,27.7,14052.61328125,0,0,1786712685.539258,0,0,0,0,0,{}
74341,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,26.4,14008.6015625,0,0,1786712680.4899397,0,0,0,0,0,{}
74340,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,22.8,14014.796875,0,0,1786712675.436139,0,0,0,0,0,{}
74339,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,26.7,14056.59375,0,0,1786712670.38227,0,0,0,0,0,{}
74338,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,22.8,14068.8984375,0,0,1786712665.328911,0,0,0,0,0,{}
74337,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,27.8,14068.7890625,0,0,1786712660.2831035,0,0,0,0,0,{}
74336,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,31.2,14055.94921875,0,0,1786712655.2675123,0,0,0,0,0,{}
74335,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,25.3,14034.734375,0,0,1786712650.2279482,0,0,0,0,0,{}
74334,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,27.6,14113.171875,0,0,1786712645.2119677,0,0,0,0,0,{}
74333,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,24.7,14047.99609375,0,0,1786712640.1954205,0,0,0,0,0,{}
74332,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,25.2,14042.23046875,0,0,1786712635.1465328,0,0,0,0,0,{}
74331,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,23.0,14066.14453125,0,0,1786712630.1268196,0,0,0,0,0,{}
74330,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,30.0,14057.609375,0,0,1786712625.0734138,0,0,0,0,0,{}
74329,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,26.8,14042.6640625,0,0,1786712620.0418913,0,0,0,0,0,{}
74328,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,28.2,14089.3984375,0,0,1786712614.9871898,0,0,0,0,0,{}
74327,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,29.7,14056.08203125,0,0,1786712609.936841,0,0,0,0,0,{}
74326,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,28.0,14092.3203125,0,0,1786712604.8976293,0,0,0,0,0,{}
74325,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,37.6,14124.01953125,0,0,1786712599.848373,0,0,0,0,0,{}
74324,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,31.8,14081.578125,0,0,1786712594.8076952,0,0,0,0,0,{}
74323,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,36.2,14132.15625,0,0,1786712589.7891884,0,0,0,0,0,{}
74322,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,41.5,14137.04296875,0,0,1786712584.7478445,0,0,0,0,0,{}
74321,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,44.2,14101.1484375,0,0,1786712579.6963646,0,0,0,0,0,{}
74320,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,44.3,14019.3515625,0,0,1786712574.656419,0,0,0,0,0,{}
74319,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,30.7,14036.6875,0,0,1786712569.6392572,0,0,0,0,0,{}
74318,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,28.0,14036.98828125,0,0,1786712564.600626,0,0,0,0,0,{}
74317,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,27.7,13966.640625,0,0,1786712559.555825,0,0,0,0,0,{}
74316,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,25.9,13995.15625,0,0,1786712554.5098462,0,0,0,0,0,{}
74315,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,28.2,13995.66015625,0,0,1786712549.4434276,0,0,0,0,0,{}
74314,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,25.7,14008.91796875,0,0,1786712544.3936512,0,0,0,0,0,{}
74313,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,24.2,14026.6171875,0,0,1786712539.378203,0,0,0,0,0,{}
74312,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,32.8,14010.71875,0,0,1786712534.3258507,0,0,0,0,0,{}
74311,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,44.1,13949.80078125,0,0,1786712529.307924,0,0,0,0,0,{}
74310,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,micro_event,0,0,1,0,0,0,0.0,0.0,0,0,1786712528.8816447,0,0,0,0,0,{}
74309,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,47.1,13990.390625,0,0,1786712524.2903552,0,0,0,0,0,{}
74308,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,53.2,13999.43359375,0,0,1786712519.2532241,0,0,0,0,0,{}
74307,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,37.9,14007.38671875,0,0,1786712514.194843,0,0,0,0,0,{}
74306,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,42.5,13991.359375,0,0,1786712509.1757948,0,0,0,0,0,{}
74305,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,55.5,14042.83203125,0,0,1786712504.1217015,0,0,0,0,0,{}
74304,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,45.0,13996.19921875,0,0,1786712499.0636632,0,0,0,0,0,{}
74303,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,49.1,13997.71484375,0,0,1786712494.0087924,0,0,0,0,0,{}
74302,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,45.1,13992.81640625,0,0,1786712488.9425335,0,0,0,0,0,{}
74301,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,36.6,14017.6640625,0,0,1786712483.8945446,0,0,0,0,0,{}
74300,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,45.5,14045.5234375,0,0,1786712478.8470812,0,0,0,0,0,{}
74299,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,44.2,14007.1328125,0,0,1786712473.827043,0,0,0,0,0,{}
74298,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,43.5,14002.734375,0,0,1786712468.7697988,0,0,0,0,0,{}
74297,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,44.9,13981.92578125,0,0,1786712463.7218044,0,0,0,0,0,{}
74296,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,51.5,13979.6015625,0,0,1786712458.703544,0,0,0,0,0,{}
74295,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,44.3,13998.19140625,0,0,1786712453.6655493,0,0,0,0,0,{}
74294,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,35.5,14021.2109375,0,0,1786712448.6488924,0,0,0,0,0,{}
74293,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,61.3,14013.21875,0,0,1786712443.623005,0,0,0,0,0,{}
74292,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,44.5,14002.4609375,0,0,1786712438.5663965,0,0,0,0,0,{}
74291,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,36.3,14022.859375,0,0,1786712433.517945,0,0,0,0,0,{}
74290,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,45.6,14002.21484375,0,0,1786712428.4641252,0,0,0,0,0,{}
74289,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,51.0,13983.37109375,0,0,1786712423.4452934,0,0,0,0,0,{}
74288,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,44.1,13989.34765625,0,0,1786712418.392654,0,0,0,0,0,{}
74287,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,47.0,13980.51171875,0,0,1786712413.3516567,0,0,0,0,0,{}
74286,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,49.2,13985.92578125,0,0,1786712408.3191402,0,0,0,0,0,{}
74285,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,45.9,14000.80859375,0,0,1786712403.2744994,0,0,0,0,0,{}
74284,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,47.1,13980.0859375,0,0,1786712398.2300892,0,0,0,0,0,{}
74283,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,51.8,13996.98046875,0,0,1786712393.1862884,0,0,0,0,0,{}
74282,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,43.3,13985.671875,0,0,1786712388.1293788,0,0,0,0,0,{}
74281,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,52.7,13992.7890625,0,0,1786712383.062075,0,0,0,0,0,{}
74280,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,37.7,13980.7421875,0,0,1786712378.0025184,0,0,0,0,0,{}
74279,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,39.1,13969.1875,0,0,1786712372.9828773,0,0,0,0,0,{}
74278,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,38.0,13977.21875,0,0,1786712367.943928,0,0,0,0,0,{}
74277,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,43.9,14006.47265625,0,0,1786712362.8817472,0,0,0,0,0,{}
74276,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,38.3,14001.76171875,0,0,1786712357.8149593,0,0,0,0,0,{}
74275,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,29.1,13966.92578125,0,0,1786712352.793476,0,0,0,0,0,{}
74274,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,35.3,13940.78125,0,0,1786712347.7764597,0,0,0,0,0,{}
74273,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,35.2,14002.25,0,0,1786712342.7283332,0,0,0,0,0,{}
74272,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,36.3,13997.90234375,0,0,1786712337.684872,0,0,0,0,0,{}
74271,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,33.3,14007.5234375,0,0,1786712332.625325,0,0,0,0,0,{}
74270,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,40.0,13984.74609375,0,0,1786712327.5793958,0,0,0,0,0,{}
74269,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,58.5,13985.22265625,0,0,1786712322.56046,0,0,0,0,0,{}
74268,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,38.1,13946.26953125,0,0,1786712317.5058851,0,0,0,0,0,{}
74267,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,35.5,13953.80078125,0,0,1786712312.4529562,0,0,0,0,0,{}
74266,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,42.0,13995.79296875,0,0,1786712307.407928,0,0,0,0,0,{}
74265,ea8b1d32-6645-4ae3-8ca7-276260105c75,Unknown,,Unknown,macro,0,0,0,5,0,0,41.5,14002.9921875,0,0,1786712302.3498347,0,0,0,0,0,{}
