Timestamp,ActiveApp,EventType,TargetName,Metadata,AI解析要約
2026-08-10 14:39:53,EXCEL.EXE,KeyLog,,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab],Tabキーを23回押して23セル右に移動している。
2026-08-10 14:40:05,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab],Tabキーを24回押して24セル右に移動している。
2026-08-10 14:40:58,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:659 chars, Data:[2557AR	0010150106/39CC(10ｺｲﾘ)/ﾌﾟﾗ壷N-4号(未滅菌)少数包装  J220MF	GMBL-702/ﾎﾟﾘｺﾞﾐ袋(ﾒﾀﾛｾﾝ配合) 黒70L 15枚入  J92482	...]",クリップボードに『2557AR	0010150106/39CC(10ｺｲﾘ)/ﾌﾟﾗ壷N-4号(未滅菌)少数包装  J220MF	GMBL-702/ﾎﾟﾘｺﾞﾐ袋(ﾒﾀﾛｾﾝ配合) 黒70L 15枚入  J92482	...』というデータをコピーしている (サイズ: 659文字)。
2026-08-10 14:40:59,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][ctrl_l][up][left][down][shift][right][ctrl_l][down][ctrl_l][Ctrl+C],左Ctrlキーを2回押下している。上方向キーを1回押して1セル上に移動している。左方向キーを1回押して1セル左に移動している。下方向キーを1回押して1セル下に移動している。Shiftキーを1回押下している。右方向キーを1回押して1セル右に移動している。左Ctrlキーを1回押下している。下方向キーを1回押して1セル下に移動している。**Ctrl+Cキーを押してコピー操作を実行している**。
2026-08-10 14:41:03,EXCEL.EXE,KeyLog,,Keys:[ctrl_l][ctrl_l][ctrl_l][down],左Ctrlキーを3回押下している。下方向キーを1回押して1セル下に移動している。
2026-08-10 14:41:49,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:484 chars, Data:[J7894Y	ﾊﾞｯﾌｧﾛｰ/BRXL-PT6U3-BKE/USB3.2(Gen1)ﾎﾟｰﾀﾌﾞﾙBDﾄﾞﾗｲﾌﾞ  J2169R	ｼﾓｼﾞﾏ/006721475/ﾍｲｺｰ PPﾊﾟﾝ袋 #20 13...]",クリップボードに『J7894Y	ﾊﾞｯﾌｧﾛｰ/BRXL-PT6U3-BKE/USB3.2(Gen1)ﾎﾟｰﾀﾌﾞﾙBDﾄﾞﾗｲﾌﾞ  J2169R	ｼﾓｼﾞﾏ/006721475/ﾍｲｺｰ PPﾊﾟﾝ袋 #20 13...』というデータをコピーしている (サイズ: 484文字)。
2026-08-10 14:41:51,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[left][down][shift][right][ctrl_l][down][Ctrl+C],左方向キーを1回押して1セル左に移動している。下方向キーを1回押して1セル下に移動している。Shiftキーを1回押下している。右方向キーを1回押して1セル右に移動している。左Ctrlキーを1回押下している。下方向キーを1回押して1セル下に移動している。**Ctrl+Cキーを押してコピー操作を実行している**。
2026-08-10 14:42:01,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:186 chars, Data:[J7894Y	ﾊﾞｯﾌｧﾛｰ/BRXL-PT6U3-BKE/USB3.2(Gen1)ﾎﾟｰﾀﾌﾞﾙBDﾄﾞﾗｲﾌﾞ  J2169R	ｼﾓｼﾞﾏ/006721475/ﾍｲｺｰ PPﾊﾟﾝ袋 #20 13...]",クリップボードに『J7894Y	ﾊﾞｯﾌｧﾛｰ/BRXL-PT6U3-BKE/USB3.2(Gen1)ﾎﾟｰﾀﾌﾞﾙBDﾄﾞﾗｲﾌﾞ  J2169R	ｼﾓｼﾞﾏ/006721475/ﾍｲｺｰ PPﾊﾟﾝ袋 #20 13...』というデータをコピーしている (サイズ: 186文字)。
2026-08-10 14:42:03,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][Ctrl+C],**Ctrl+Cキーで『J7894Y	ﾊﾞｯﾌｧﾛｰ/BRXL-PT6U3-BKE/USB3.2(Gen1)ﾎﾟｰﾀﾌﾞﾙBDﾄﾞﾗｲﾌﾞ  J2169R	ｼﾓｼﾞﾏ/006721475/ﾍｲｺｰ PPﾊﾟﾝ袋 #20 13...』をコピーしている**。
2026-08-10 14:42:08,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab],Tabキーを15回押して15セル右に移動している。
2026-08-10 14:42:23,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[down][left][left][left][left][left][left][left][left][left][left][left][left][left][left][right][left][left][left],下方向キーを1回押して1セル下に移動している。左方向キーを14回押して14セル左に移動している。右方向キーを1回押して1セル右に移動している。左方向キーを3回押して3セル左に移動している。
2026-08-10 14:42:54,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[right][right][up],右方向キーを2回押して2セル右に移動している。上方向キーを1回押して1セル上に移動している。
2026-08-10 14:43:14,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[left][left][left][left][left][left][left][left][left][left][left][right][right],左方向キーを11回押して11セル左に移動している。右方向キーを2回押して2セル右に移動している。
2026-08-10 14:43:30,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_r][ctrl_r],右Ctrlキーを2回押下している。
2026-08-10 14:43:50,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:44 chars, Data:[134870	王子ﾈﾋﾟｱ/611112/鼻ｾﾚﾌﾞ ITSUMO+PLUS 48組  ...]",クリップボードに『134870	王子ﾈﾋﾟｱ/611112/鼻ｾﾚﾌﾞ ITSUMO+PLUS 48組  ...』というデータをコピーしている (サイズ: 44文字)。
2026-08-10 14:43:51,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][Ctrl+C],**Ctrl+Cキーで『134870	王子ﾈﾋﾟｱ/611112/鼻ｾﾚﾌﾞ ITSUMO+PLUS 48組  ...』をコピーしている**。
2026-08-10 14:43:56,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab],Tabキーを22回押して22セル右に移動している。
2026-08-10 14:44:03,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[down][down],下方向キーを2回押して2セル下に移動している。
2026-08-10 14:44:07,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab],Tabキーを26回押して26セル右に移動している。
2026-08-10 14:44:33,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[left][left][left][left][left][left][left][left][left][right][left][left][right][right][right],左方向キーを9回押して9セル左に移動している。右方向キーを1回押して1セル右に移動している。左方向キーを2回押して2セル左に移動している。右方向キーを3回押して3セル右に移動している。
2026-08-10 14:45:00,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:1278 chars, Data:[2558AN	0010150107/39CC(10ｺｲﾘ)/ﾌﾟﾗ壷N-4号(未滅菌)少数包装  J893RV	ARﾒﾃﾞｨｺﾑ/JS67892/ｾｰﾌﾍﾞｰｼｯｸ 滅菌ｼｰﾙﾊﾟｳﾁ M 200枚 ...]",クリップボードに『2558AN	0010150107/39CC(10ｺｲﾘ)/ﾌﾟﾗ壷N-4号(未滅菌)少数包装  J893RV	ARﾒﾃﾞｨｺﾑ/JS67892/ｾｰﾌﾍﾞｰｼｯｸ 滅菌ｼｰﾙﾊﾟウチ M 200枚 ...』というデータをコピーしている (サイズ: 1278文字)。
2026-08-10 14:45:01,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[left][down][left][left][up][down][shift][right][ctrl_l][down][down][up][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][Ctrl+C],左方向キーを1回押して1セル左に移動している。下方向キーを1回押して1セル下に移動している。左方向キーを2回押して2セル左に移動している。上方向キーを1回押して1セル上に移動している。下方向キーを1回押して1セル下に移動している。Shiftキーを1回押下している。右方向キーを1回押して1セル右に移動している。左Ctrlキーを1回押下している。下方向キーを2回押して2セル下に移動している。上方向キーを1回押して1セル上に移動している。左Ctrlキーを7回押下している。**Ctrl+Cキーを押してコピー操作を実行している**。
2026-08-10 14:45:10,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab],Tabキーを23回押して23セル右に移動している。
2026-08-10 14:45:29,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_r][ctrl_r],右Ctrlキーを2回押下している。
2026-08-10 14:46:04,excel.exe,WorkbookOpen,コピー ～ 長期欠品設定解除依頼.xlsx,,Excelファイル『コピー ～ 長期欠品設定解除依頼.xlsx』を開いている。
2026-08-10 14:46:18,EXCEL.EXE,Copy,コピー ～ 長期欠品設定解除依頼.xlsx - Excel,"Size:6372 chars, Data:[萩原/MB-5208S-LBR/ﾐﾄﾞﾙﾍﾞｯﾄﾞ ﾗｲﾄﾌﾞﾗｳﾝ	6	8月24日	8月10日	佐々木  萩原/MT-6860NA/折れ脚ﾃｰﾌﾞﾙ	6	8月24日	8月10日	佐々木  萩原/ﾘﾉ...]",クリップボードに『萩原/MB-5208S-LBR/ﾐﾄﾞﾙﾍﾞｯﾄﾞ ﾗｲﾄﾌﾞﾗｳﾝ	6	8月24日	8月10日	佐々木  萩原/MT-6860NA/折れ脚ﾃｰﾌﾞﾙ	6	8月24日	8月10日	佐々木  萩原/ﾘﾉ...』というデータをコピーしている (サイズ: 6372文字)。
2026-08-10 14:46:19,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][down][ctrl_l][shift][down][down][down][up][up][right][right][right][right][ctrl_l][Ctrl+C],Tabキーを3回押して3セル右に移動している。下方向キーを1回押して1セル下に移動している。現在のセルから下方向へデータが途切れるまで選択している (**Ctrl+Shift+下方向キーを押下している**)。上方向キーを2回押して2セル上に移動している。右方向キーを4回押して4セル右に移動している。**Ctrl+Cキーを押してコピー操作を実行している**。
2026-08-10 14:46:23,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][down],左Ctrlキーを4回押下している。下方向キーを1回押して1セル下に移動している。
2026-08-10 14:46:25,EXCEL.EXE,KeyLog,,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][down],左Ctrlキーを5回押下している。下方向キーを1回押して1セル下に移動している。
2026-08-10 14:46:31,EXCEL.EXE,KeyLog,,Keys:[alt_l][tab][ctrl_l][ctrl_l][ctrl_l][ctrl_l][Ctrl+C][alt_l][tab],**Alt+Tabキーを押してウィンドウを切り替えている**。左Ctrlキーを4回押下している。**Ctrl+Cキーを押してコピー操作を実行している**。**Alt+Tabキーを押してウィンドウを切り替えている**。
2026-08-10 14:46:36,EXCEL.EXE,KeyLog,コピー ～ 長期欠品設定解除依頼.xlsx - Excel,Keys:[alt_l][tab],**Alt+Tabキーを押してウィンドウを切り替えている**。
2026-08-10 14:46:46,EXCEL.EXE,KeyLog,コピー ～ 長期欠品設定解除依頼.xlsx - Excel,Keys:[right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][left],右方向キーを32回押して32セル右に移動している。左方向キーを1回押して1セル左に移動している。
2026-08-10 14:46:53,EXCEL.EXE,KeyLog,コピー ～ 長期欠品設定解除依頼.xlsx - Excel,Keys:[down][down],下方向キーを2回押して2セル下に移動している。
2026-08-10 14:47:01,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:951 chars, Data:[J1420X  J664MS  J6891W  J6892W  J6893W  J6895W  J6896W  J745MS  J750MS  J3581Y  J3582Y  J4404N  J133...]",クリップボードに『J1420X  J664MS  J6891W  J6892W  J6893W  J6895W  J6896W  J745MS  J750MS  J3581Y  J3582Y  J4404N  J133...』というデータをコピーしている (サイズ: 951文字)。
2026-08-10 14:47:02,EXCEL.EXE,KeyLog,,Keys:[ctrl_l][left][left][left][left][left][left][right][right][right][ctrl_l][down][down][up][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][left][left][ctrl_l][shift][up][down][down][ctrl_l][Ctrl+C][alt_l][tab],左Ctrlキーを1回押下している。左方向キーを6回押して6セル左に移動している。右方向キーを3回押して3セル右に移動している。左Ctrlキーを1回押下している。下方向キーを2回押して2セル下に移動している。上方向キーを1回押して1セル上に移動している。右方向キーを35回押して35セル右に移動している。左方向キーを2回押して2セル左に移動している。現在のセルから上方向へデータが途切れるまで選択している (**Ctrl+Shift+上方向キーを押下している**)。下方向キーを2回押して2セル下に移動している。**Ctrl+Cキーを押してコピー操作を実行している**。**Alt+Tabキーを押してウィンドウを切り替えている**。
2026-08-10 14:47:07,EXCEL.EXE,KeyLog,コピー ～ 長期欠品設定解除依頼.xlsx - Excel,Keys:[alt_l][tab],**Alt+Tabキーを押してウィンドウを切り替えている**。
2026-08-10 14:47:12,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:2466 chars, Data:[YONEX ﾖﾈｯｸｽ/TMP30BOX-005/ﾏｯｽﾙﾊﾟﾜｰﾎﾞｰﾙ30  TOEI LIGHT ﾄｰｴｲﾗｲﾄ/TOE-B2844/B2844/ﾊﾞﾚｰﾎﾞｰﾙﾈｯﾄ  TOEI LIGHT ...]",クリップボードに『YONEX ﾖﾈｯｸｽ/TMP30BOX-005/ﾏｯｽﾙﾊﾟﾜｰﾎﾞｰﾙ30  TOEI LIGHT ﾄｰｴｲﾗｲﾄ/TOE-B2844/B2844/ﾊﾞﾚｰﾎﾞｰﾙﾈｯﾄ  TOEI LIGHT ...』というデータをコピーしている (サイズ: 2466文字)。
2026-08-10 14:47:14,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[down][left][left][left][left][left][left][left][left][left][left][left][left][left][left][right][right][ctrl_l][down][down][up][right][ctrl_l][shift][up][down][ctrl_l][Ctrl+C][alt_l][tab],下方向キーを1回押して1セル下に移動している。左方向キーを15回押して15セル左に移動している。右方向キーを2回押して2セル右に移動している。左Ctrlキーを1回押下している。下方向キーを2回押して2セル下に移動している。上方向キーを1回押して1セル上に移動している。右方向キーを1回押して1セル右に移動している。現在のセルから上方向へデータが途切れるまで選択している (**Ctrl+Shift+上方向キーを押下している**)。下方向キーを1回押して1セル下に移動している。**Ctrl+Cキーを押してコピー操作を実行している**。**Alt+Tabキーを押してウィンドウを切り替えている**。
2026-08-10 14:47:26,EXCEL.EXE,Copy,コピー ～ 長期欠品設定解除依頼.xlsx - Excel,"Size:496 chars, Data:[1893AY  7378AX  7539AX  7541AR  7542AR  7730AR  7732AR  7824AX  7940AR  7997AR  8021AR  8027AR  8041...]",クリップボードに『1893AY  7378AX  7539AX  7541AR  7542AR  7730AR  7732AR  7824AX  7940AR  7997AR  8021AR  8027AR  8041...』というデータをコピーしている (サイズ: 496文字)。
2026-08-10 14:47:28,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][down][down][up][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][ctrl_l][shift][up][down][down][ctrl_l][Ctrl+C],左Ctrlキーを1回押下している。下方向キーを2回押して2セル下に移動している。上方向キーを1回押して1セル上に移動している。右方向キーを27回押して27セル右に移動している。現在のセルから上方向へデータが途切れるまで選択している (**Ctrl+Shift+上方向キーを押下している**)。下方向キーを2回押して2セル下に移動している。**Ctrl+Cキーを押してコピー操作を実行している**。
2026-08-10 14:47:36,EXCEL.EXE,KeyLog,コピー ～ 長期欠品設定解除依頼.xlsx - Excel,Keys:[down][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left],下方向キーを1回押して1セル下に移動している。左方向キーを17回押して17セル左に移動している。
2026-08-10 14:48:01,EXCEL.EXE,Copy,コピー ～ 長期欠品設定解除依頼.xlsx - Excel,"Size:105 chars, Data:[J068WF	ﾀﾞｲﾆﾁ/業務用石油ｽﾄｰﾌﾞ/FM-10C3-H  J069WF	ﾀﾞｲﾆﾁ/業務用石油ｽﾄｰﾌﾞ/FM-19C3-H  J070WF	ﾀﾞｲﾆﾁ/業務用石油ｽﾄｰﾌﾞ/FM-19N...]",クリップボードに『J068WF	ﾀﾞｲﾆﾁ/業務用石油ｽﾄｰﾌﾞ/FM-10C3-H  J069WF	ﾀﾞｲﾆﾁ/業務用石油ｽﾄｰﾌﾞ/FM-19C3-H  J070WF	ﾀﾞｲﾆﾁ/業務用石油ｽﾄｰﾌﾞ/FM-19N...』というデータをコピーしている (サイズ: 105文字)。
2026-08-10 14:48:02,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][Ctrl+C],左Ctrlキーを14回押下している。**Ctrl+Cキーを押してコピー操作を実行している**。
2026-08-10 14:48:07,EXCEL.EXE,KeyLog,コピー ～ 長期欠品設定解除依頼.xlsx - Excel,Keys:[alt_l][tab],**Alt+Tabキーを押してウィンドウを切り替えている**。
2026-08-10 14:48:09,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:129 chars, Data:[メーカー出荷8/27以降のため	蟹江	8/6先行でマスタ対応済、リストへの追加のみ  メーカー出荷8/27以降のため	蟹江	8/6先行でマスタ対応済、リストへの追加のみ  メーカー出荷8/27以降のた...]",クリップボードに『メーカー出荷8/27以降のため	蟹江	8/6先行でマスタ対応済、リストへの追加のみ  メーカー出荷8/27以降のため	蟹江	8/6先行でマスタ対応済、リストへの追加のみ  メーカー出荷8/27以降のた...』というデータをコピーしている (サイズ: 129文字)。
2026-08-10 14:48:13,EXCEL.EXE,Copy,コピー ～ 長期欠品設定解除依頼.xlsx - Excel,"Size:24 chars, Data:[J068WF  J069WF  J070WF  ...]",クリップボードに『J068WF  J069WF  J070WF  ...』というデータをコピーしている (サイズ: 24文字)。
2026-08-10 14:48:14,EXCEL.EXE,KeyLog,,Keys:[ctrl_l][Ctrl+C][alt_l][tab][ctrl_l][Ctrl+V][alt_l][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][ctrl_l][Ctrl+C][alt_l][tab],**Ctrl+Cキーを押してコピー操作を実行している**。**Alt+Tabキーを押してウィンドウを切り替えている**。**Ctrl+Vキーを押して貼り付け操作を実行している**。**Alt+Tabキーを押してウィンドウを切り替えている**。Tabキーを22回押して22セル右に移動している。**Ctrl+Cキーを押してコピー操作を実行している**。**Alt+Tabキーを押してウィンドウを切り替えている**。
2026-08-10 14:48:22,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][ctrl_l][up],左Ctrlキーを2回押下している。上方向キーを1回押して1セル上に移動している。
2026-08-10 14:48:26,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][down][down][left][up][ctrl_l][shift][up][shift][left][ctrl_l],左Ctrlキーを1回押下している。下方向キーを2回押して2セル下に移動している。左方向キーを1回押して1セル左に移動している。上方向キーを1回押して1セル上に移動している。現在のセルから上方向へデータが途切れるまで選択している (**Ctrl+Shift+上方向キーを押下している**)。Shiftキーを1回押下している。左方向キーを1回押して1セル左に移動している。左Ctrlキーを1回押下している。
2026-08-10 14:48:28,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:53 chars, Data:[9734	2026/8/10	938379	皇漢堂薬品/ﾋﾞﾀﾐﾝC錠2000 ｸﾆｷﾁ 180錠	1  ...]",クリップボードに『9734	2026/8/10	938379	皇漢堂薬品/ﾋﾞﾀﾐﾝC錠2000 ｸﾆｷﾁ 180錠	1  ...』というデータをコピーしている (サイズ: 53文字)。
2026-08-10 14:48:29,EXCEL.EXE,KeyLog,,Keys:[shift][left][left][left][left][left][left][left][left][left][ctrl_l][Ctrl+C][ctrl_l][shift][down],Shiftキーを1回押下している。左方向キーを9回押して9セル左に移動している。**Ctrl+Cキーを押してコピー操作を実行している**。現在のセルから下方向へデータが途切れるまで選択している (**Ctrl+Shift+下方向キーを押下している**)。
2026-08-10 14:48:36,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][shift][up][ctrl_l] [down],現在のセルから上方向へデータが途切れるまで選択している (**Ctrl+Shift+上方向キーを押下している**)。左Ctrlキーを1回押下している。 スペースキーを押下している。下方向キーを1回押して1セル下に移動している。
2026-08-10 14:48:40,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:21779 chars, Data:[9734	2026/8/10	J901WR	日仏貿易/P5-02/ﾍﾟﾘｴ 瓶 330ml	6	46252	8月10日	在庫ﾁｰﾑ	10JF	E	0	16 	蟹江	0	0	0	0	0	2					1	...]",クリップボードに『9734	2026/8/10	J901WR	日仏貿易/P5-02/ﾍﾟﾘｴ 瓶 330ml	6	46252	8月10日	在庫ﾁｰﾑ	10JF	E	0	16 	蟹江	0	0	0	0	0	2					1	...』というデータをコピーしている (サイズ: 21779文字)。
2026-08-10 14:48:41,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][shift][shift][up][up][down][ctrl_l][Ctrl+X],左Ctrlキーを1回押下している。Shiftキーを2回押下している。上方向キーを2回押して2セル上に移動している。下方向キーを1回押して1セル下に移動している。**Ctrl+Xキーを押して切り取り操作を実行している**。
2026-08-10 14:48:46,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:107 chars, Data:[#N/A	#N/A	33,924,636	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A					0	#N/A		#VALUE!	#N/A	#N/A	#N/A	#N/A...]",クリップボードに『#N/A	#N/A	33,924,636	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A					0	#N/A		#VALUE!	#N/A	#N/A	#N/A	#N/A...』というデータが切り取られて格納されている (サイズ: 107文字)。
2026-08-10 14:48:49,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][shift][right][Ctrl+C][left][down][ctrl_l][ctrl_l][ctrl_l][ctrl_l][down][down][right][up],現在のセルから右方向へデータが途切れるまで選択している (**Ctrl+Shift+右方向キーを押下している**)。**Ctrl+Cキーを押してコピー操作を実行している**。左方向キーを1回押して1セル左に移動している。下方向キーを1回押して1セル下に移動している。左Ctrlキーを4回押下している。下方向キーを2回押して2セル下に移動している。右方向キーを1回押して1セル右に移動している。上方向キーを1回押して1セル上に移動している。
2026-08-10 14:48:53,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][shift][up][up][down][down][up],現在のセルから上方向へデータが途切れるまで選択している (**Ctrl+Shift+上方向キーを押下している**)。上方向キーを1回押して1セル上に移動している。下方向キーを2回押して2セル下に移動している。上方向キーを1回押して1セル上に移動している。
2026-08-10 14:48:59,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][Ctrl+V][ctrl_l][Ctrl+C],左Ctrlキーを10回押下している。**Ctrl+Vキーを押して貼り付け操作を実行している**。**Ctrl+Cキーを押してコピー操作を実行している**。
2026-08-10 14:48:59,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:22397 chars, Data:[#N/A	#N/A	33,924,636	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A					0	#N/A		#VALUE!	#N/A	#N/A	#N/A	#N/A...]",クリップボードに『#N/A	#N/A	33,924,636	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A					0	#N/A		#VALUE!	#N/A	#N/A	#N/A	#N/A...』というデータをコピーしている (サイズ: 22397文字)。
2026-08-10 14:49:02,EXCEL.EXE,Copy,,Size:22030 chars, Data:[#N/A	#N/A	33,924,636	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A					0	#N/A		#VALUE!	#N/A	#N/A	#N/A	#N/A...],クリップボードに『#N/A	#N/A	33,924,636	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A					0	#N/A		#VALUE!	#N/A	#N/A	#N/A	#N/A...』というデータをコピーしている (サイズ: 22030文字)。
2026-08-10 14:49:02,EXCEL.EXE,KeyLog,,Keys:[ctrl_l][Ctrl+C],**Ctrl+Cキーで『#N/A	#N/A	33,924,636	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A					0	#N/A		#VALUE!	#N/A	#N/A	#N/A	#N/A...』をコピーしている**。
2026-08-10 14:49:14,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab],Tabキーを18回押して18セル右に移動している。
2026-08-10 14:49:16,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:17 chars, Data:[0	#N/A		#VALUE!  ...]",クリップボードに『0	#N/A		#VALUE!  ...』というデータをコピーしている (サイズ: 17文字)。
2026-08-10 14:49:20,EXCEL.EXE,KeyLog,,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][Ctrl+C][down][down][ctrl_l][shift][down][Ctrl+V][ctrl_l][Ctrl+C],左Ctrlキーを14回押下している。**Ctrl+Cキーを押してコピー操作を実行している**。下方向キーを2回押して2セル下に移動している。現在のセルから下方向へデータが途切れるまで選択している (**Ctrl+Shift+下方向キーを押下している**)。**Ctrl+Vキーを押して貼り付け操作を実行している**。**Ctrl+Cキーを押してコピー操作を実行している**。
2026-08-10 14:49:20,EXCEL.EXE,Copy,,Size:170641 chars, Data:[0	#N/A		#VALUE!  0	#N/A		#VALUE!  0	#N/A		#VALUE!  0	#N/A		#VALUE!  0	#N/A		#VALUE!  0	#N/A		#VALUE!...],クリップボードに『0	#N/A		#VALUE!  0	#N/A		#VALUE!  0	#N/A		#VALUE!  0	#N/A		#VALUE!  0	#N/A		#VALUE!  0	#N/A		#VALUE!...』というデータをコピーしている (サイズ: 170641文字)。
